,ADAM17.PIK3C,ADAM17.AKT,ADAM17.MTOR_1,ADAM17.BCL2_BCL2L1,ADAM17.FGFR,ADAM17.MAP2K_1,ADAM17.PIK3CB_PIK3CD,AKT.FGFR,AKT.ERBB,AKT.Cisplatin,AKT.ATR_4,AKT.HDAC_4,AKT.TNF,AKT.PIK3CA_4,AKT.PIK3C_2,AKT.AKT_1,AKT.ALK_IGFR,AKT.BCL2L1,AKT.Chloroquine,AKT.CSNK2A1_2,AKT.EGFR,AKT.PIP5K1,AKT.TNKS_PARP6,AKT_1.BCL2_2,AKT_1.BCL2L1,AKT_1.EGFR,AKT_1.ESR1_1,AKT_1.Chloroquine,AKT_1.EGFR_2,AKT_1.PIK3C,AKT_1.ALK_IGFR,AKT_1.BCL2_BCL2L1,AKT_1.ESR1,AKT_1.PIK3C_2,AKT_1.PIK3CB_PIK3CD,AKT_SGK.BCL2_BCL2L1,AKT_SGK.FGFR,AKT_SGK.MAP2K_1,AKT_SGK.PIK3C,ALK.EGFR_2,ALK.PIK3C,ALK.CSNK2A1_2,ALK.MTOR_1,ALK_2.MTOR_1,ALK_2.PIK3CB,ALK_2.TOP2,ALK_IGFR.MTOR_1,ALK_IGFR.PIK3CB_PIK3CD,ATM.Gemcitabine,ATR_4.BCL2_BCL2L1,ATR_4.HDAC_4,ATR_4.IAP,ATR_4.CarboTaxol,ATR_4.MAP2K_1,ATR_4.MTOR_1,BCL2.CarboTaxol,BCL2.Topotecan,BCL2.CSNK2A1_2,BCL2.IGFR_4,BCL2.Oxaliplatin,BCL2.MAP2K_1,BCL2_2.Vinorelbine,BCL2_2.EGFR_2,BCL2_BCL2L1.FGFR,BCL2_BCL2L1.Gemcitabine,BCL2_BCL2L1.IAP,BCL2_BCL2L1.MAP2K_1,BCL2_BCL2L1.PIM1,BCL2_BCL2L1.PIK3CA_4,BCL2_BCL2L1.EGFR,BCL2_BCL2L1.FASN,BCL2_BCL2L1.SLC16A4,BCL2_BCL2L1_BCL2L2.FGFR,BCL2L1.CarboTaxol,BCL2L1.Vinorelbine,BCL2L1.MTOR_1,BCL2L1.PIK3C,BCL2L1.IAP,BRAF_M.MAP2K_1,BRAF_M2.MAP2K_3,BRAF_M2.MAP2K_1,Carboplatin.CSNK2A1_2,CarboTaxol.CSNK2A1_2,CHEK1.IAP,Chloroquine.PIK3C,Chloroquine.FGFR,Cisplatin.FGFR,Cisplatin.HDAC_4,Cisplatin.PIK3C,Cisplatin.PARP1,CSNK2A1_2.Gemcitabine,CSNK2A1_2.SYK,CSNK2A1_2.PIK3CA_3,CSNK2A1_2.TNFSF10,Doxorubicin.TOP2,Doxorubicin.IAP,EG5.PIK3CB_PIK3CD,EG5.PARP1,EG5.PIM1,EGFR.FGFR,EGFR.MAP2K_1,ERBB.FGFR,ERBB.IAP,ERBB.MTOR_1,ERBB.Gemcitabine,ERBB.MAP2K_1,ERBB.PIK3CA_4,ESR1.FGFR,ESR1.MTOR_1,ESR1.MAP2K_1,ESR1_1.PIK3C,ESR1_1.MTOR_1,ESR1_3.MTOR_1,FASN.MAP2K_1,FASN.MTOR_1,FGFR.MTOR_1,FGFR.SLC16A4,FGFR.TNKS_PARP6,FGFR.Proteasome_2,FGFR.PIK3C_MTOR,FGFR.MTOR_3,FGFR.WNT,Gemcitabine.PARP1,HDAC_4.PARP1,HSP90.PARP1,HSP90.PIK3C,HSP90.MAP2K_1,IAP.PIK3CA_3,IAP.PIK3CB,IAP.PARP1,IAP.PIK3C,IAP.IGFR_3,IAP.SN38,IAP.TOP2_2,IAP.Topotecan,IAP.Vinorelbine,IAP.IGFR_4,IAP.Oxaliplatin,IAP.PTK2,IAP.JAK,IAP.TNF,IGFR_3.MAP2K_1,IGFR_3.TKI,IGFR_4.MAP2K_1,JAK.MTOR,MAP2K_1.PIM1,MAP2K_1.MTOR_1,MAP2K_1.PIK3C,MAP2K_1.SLC16A4,MAP2K_1.TKI,MAP2K_1.PIP5K1,MAP2K_1.PTK2,MAP2K_3.PIK3C,MTOR_1.PIK3C,MTOR_1.PIK3CA_4,MTOR_1.TNKS_PARP6,MTOR_1.SLC16A4,PARP1.PIK3C,PARP1.PIK3CB_PIK3CD,PIK3C.PIM1,PIK3C.PIP5K1,PIK3C.TNFSF10,PIK3C_2.PIK3CA_4,PIK3CB.Topotecan,PIK3CB_PIK3CD.PIP5K1,PIK3CB_PIK3CD.TNKS_PARP6,PIK3CB_PIK3CD.SLC16A4,PIK3CB_PIK3CD.PIK3CB_PIK3CD,PIM1.TOP2_2
IAP.IGFR_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259081624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25819889,0.223606798,0,0,0,0.8,0,0,0,0,0,0,0.316227766,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.731541922,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.801637668,1,0.730296743,0.8,0.676123404,0.730296743,1,0.8,0.8,0.730296743,0.8,0.25819889,0.223606798,0.25819889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAP.SN38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23570226,0,0,0,0,0,0.730296743,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0.386526054,0.858604312,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730296743,0.730296743,0.730296743,0.731791723,0.730296743,1,0.912870929,0.77151675,0.666666667,0.730296743,0.730296743,0.730296743,0.666666667,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0.288675135
IAP.TOP2_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25819889,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.31050659,0.836047911,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.801637668,0.8,0.912870929,1,0.676123404,0.730296743,0.8,0.8,0.8,0.730296743,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766
IAP.Topotecan,0,0,0,0,0,0,0,0,0,0.188982237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169030851,0,0,0.676123404,0.267261242,0,0,0.267261242,0.56694671,0,0,0.267261242,0,0,0,0,0.15430335,0.6172134,0,0,0,0,0,0,0,0.267261242,0,0,0,0.676123404,0,0,0,0.267261242,0.267261242,0.676123404,0,0,0.188982237,0.275009549,0.268635345,0.267261242,0.169030851,0,0,0,0.190855248,0.79491313,0,0,0,0,0,0,0.6172134,0,0.15430335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169030851,0,0,0,0,0.676123404,0.676123404,0.676123404,0.677507486,0.676123404,0.77151675,0.676123404,1,0.6172134,0.676123404,0.845154255,0.676123404,0.6172134,0.676123404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56694671,0,0,0,0,0
IAP.Vinorelbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0.471404521,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0.471404521,0,0,0.730296743,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0.667803354,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730296743,0.730296743,0.730296743,0.731791723,0.730296743,0.666666667,0.730296743,0.6172134,1,0.730296743,0.730296743,0.730296743,0.666666667,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAP.IGFR_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259081624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25819889,0.223606798,0,0,0,0.8,0,0,0,0,0,0,0.316227766,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.731541922,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.801637668,1,0.730296743,0.8,0.676123404,0.730296743,1,0.8,0.8,0.730296743,0.8,0.25819889,0.223606798,0.25819889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAP.Oxaliplatin,0,0,0,0,0,0,0,0,0,0.223606798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.8,0.316227766,0,0,0.316227766,0.223606798,0,0,0.316227766,0,0,0,0,0.182574186,0.730296743,0,0,0,0,0,0,0,0.316227766,0,0,0,0.8,0,0,0,0.316227766,0.316227766,0.8,0,0,0.223606798,0.325395687,0.317853626,0.316227766,0.2,0,0,0,0,0.731541922,0,0,0,0,0,0,0.730296743,0,0.182574186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.8,0.8,0.8,0.801637668,0.8,0.730296743,0.8,0.845154255,0.730296743,0.8,1,0.8,0.730296743,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223606798,0,0,0,0,0
IAP.PTK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.731541922,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.801637668,0.8,0.730296743,0.8,0.676123404,0.730296743,0.8,0.8,1,0.730296743,0.8,0,0,0,0,0,0,0,0,0,0,0.25819889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAP.JAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0.667803354,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730296743,0.730296743,0.730296743,0.731791723,0.730296743,0.666666667,0.730296743,0.6172134,0.666666667,0.730296743,0.730296743,0.730296743,1,0.730296743,0,0,0,0.471404521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAP.TNF,0,0,0,0,0,0,0,0,0,0,0,0,0.223606798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.731541922,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.801637668,0.8,0.730296743,0.8,0.676123404,0.730296743,0.8,0.8,0.8,0.730296743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGFR_3.MAP2K_1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.25819889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334472938,0,0,0,0,0,0,0.578828761,0,0,0,0,0,0,0,0,0.333333333,0.288675135,0,0,0,0,0,0.666666667,0,0,0,0,0.40824829,0,0.666666667,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.560112034,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0.577350269,0,0,0,0.666666667,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0.25819889,0,0,0,0,0.25819889,0,0,0,0,1,0.288675135,1,0,0.666666667,0.666666667,0.668945876,0.577350269,0.516397779,0.666666667,0.666666667,0.563162591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGFR_3.TKI,0,0,0,0,0,0,0,0,0.223606798,0,0,0,0,0,0,0,0.223606798,0,0,0,0.25,0,0,0,0,0.355371158,0,0,0.355371158,0,0.289662061,0,0,0,0,0,0,0,0,0.353553391,0,0,0,0,0,0,0.288675135,0.25,0,0,0,0,0,0,0,0,0,0,0.353553391,0,0,0,0.353553391,0,0,0,0,0,0,0.288675135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.288675135,0.223606798,0.204124145,0.288675135,0.204124145,0.25,0.288675135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223606798,0,0,0,0,0.223606798,0,0,0,0,0.288675135,1,0.288675135,0,0,0,0,0,0.670820393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGFR_4.MAP2K_1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.25819889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334472938,0,0,0,0,0,0,0.578828761,0,0,0,0,0,0,0,0,0.333333333,0.288675135,0,0,0,0,0,0.666666667,0,0,0,0,0.40824829,0,0.666666667,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.560112034,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0.577350269,0,0,0,0.666666667,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0.25819889,0,0,0,0,0.25819889,0,0,0,0,1,0.288675135,1,0,0.666666667,0.666666667,0.668945876,0.577350269,0.516397779,0.666666667,0.666666667,0.563162591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAK.MTOR,0,0,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0.40824829,0,0,0.333333333,0,0,0,0,0,0,0,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.40824829,0,0,0.40824829,0.40824829,0,0.40824829,0.288675135,0,0,0,0.258727445,0.288675135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471404521,0,0,0,0,1,0,0.333333333,0,0,0,0,0,0,0.410347267,0.40824829,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0
MAP2K_1.PIM1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578828761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.577350269,0.333333333,0,0,0,0,0,0,0,0,0,0,0.666666667,0.560112034,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0.666666667,0,0,0,0,0.577350269,0,0,0,0.666666667,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0.666666667,0,1,0.666666667,0.668945876,0.577350269,0.516397779,0.666666667,0.666666667,0.563162591,0,0,0,0,0,0,0.410347267,0,0,0,0,0,0,0,0,0.40824829
MAP2K_1.MTOR_1,0,0,0.40824829,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578828761,0,0,0,0,0.40824829,0.40824829,0,0,0.333333333,0,0,0,0,0,0,0.666666667,0.40824829,0,0,0,0,0,0.666666667,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0.40824829,0,0,0.666666667,0.560112034,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0.333333333,0,0.577350269,0,0,0.40824829,0.666666667,0,0.40824829,0.40824829,0.666666667,0.40824829,0.288675135,0,0,0,0.258727445,0.288675135,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0.666666667,0.333333333,0.666666667,1,0.668945876,0.577350269,0.516397779,0.666666667,0.666666667,0.563162591,0.410347267,0.40824829,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0
MAP2K_1.PIK3C,0.403347103,0,0,0,0,0.668945876,0.382254786,0,0,0,0,0,0,0.165521178,0.284477226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405442427,0,0,0,0.405442427,0.383561644,0,0,0.580807669,0.329898855,0,0.403347103,0,0,0,0.234082294,0,0,0.331042355,0,0,0,0,0,0.668945876,0,0,0,0,0,0,0.668945876,0,0,0,0,0,0.579324122,0,0.191127393,0,0,0,0,0,0,0,0.403347103,0,0.668945876,0.562026952,0.668945876,0,0,0,0.403347103,0,0,0,0.403347103,0,0,0,0.234082294,0,0,0,0.382254786,0,0,0,0.668945876,0,0,0,0,0.579324122,0.191127393,0,0,0.668945876,0.403347103,0,0,0.668945876,0,0,0,0,0,0.254313782,0,0,0,0,0,0.403347103,0.668945876,0.148046642,0.148046642,0,0.254313782,0,0,0,0,0,0,0,0,0,0,0.668945876,0,0.668945876,0,0.668945876,0.668945876,1,0.579324122,0.518163247,0.668945876,0.668945876,0.980254587,0.403347103,0.234082294,0,0,0.403347103,0.382254786,0.403347103,0.403347103,0.403347103,0.508500576,0.165521178,0.382254786,0.331042355,0.331042355,0.331042355,0
MAP2K_1.SLC16A4,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501280412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0.577350269,0.48507125,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0.5,0,0,0,0.577350269,0,0,0,0.577350269,0,0,0.447213595,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0.577350269,0,0.577350269,0.577350269,0.579324122,1,0.447213595,0.577350269,0.577350269,0.48771311,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0.5,0.5,0
MAP2K_1.TKI,0,0,0,0,0,0.516397779,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.223606798,0,0,0,0,0.317853626,0,0,0.317853626,0,0,0,0,0,0,0,0,0.448358831,0,0.316227766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516397779,0,0,0,0,0,0,0.516397779,0,0.316227766,0,0,0,0.447213595,0,0,0.25819889,0,0,0,0,0,0,0,0,0.516397779,0.433860916,0.516397779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223606798,0.774596669,0.2,0.182574186,0.25819889,0.182574186,0.670820393,0.25819889,0,0,0.516397779,0,0,0,0.516397779,0,0,0,0,0,0,0,0,0,0,0,0,0.516397779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516397779,0.670820393,0.516397779,0,0.516397779,0.516397779,0.518163247,0.447213595,1,0.516397779,0.516397779,0.436223867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP2K_1.PIP5K1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578828761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.560112034,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0.577350269,0,0,0,0.666666667,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0.666666667,0,0.666666667,0.666666667,0.668945876,0.577350269,0.516397779,1,0.666666667,0.563162591,0,0,0,0,0,0,0,0.410347267,0,0,0,0.333333333,0,0,0,0
MAP2K_1.PTK2,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578828761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.560112034,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0.577350269,0,0,0,0.666666667,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0.25819889,0,0,0.666666667,0,0.666666667,0,0.666666667,0.666666667,0.668945876,0.577350269,0.516397779,0.666666667,1,0.563162591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP2K_3.PIK3C,0.50934614,0,0,0,0,0.563162591,0.482710792,0,0,0,0,0,0,0.209019904,0.35923743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511992112,0,0,0,0.511992112,0.48436109,0,0,0.488962057,0.416595798,0,0.50934614,0,0,0,0.295598783,0,0,0.418039809,0,0,0,0,0,0.563162591,0,0,0,0,0,0,0.563162591,0,0,0,0,0,0.48771311,0,0.241355396,0,0,0,0,0,0,0,0.50934614,0,0.563162591,0.473151216,0.563162591,0,0,0,0.50934614,0,0,0,0.50934614,0,0,0,0.295598783,0,0,0,0.482710792,0,0,0,0.563162591,0,0,0,0,0.48771311,0.241355396,0,0,0.563162591,0.50934614,0,0,0.563162591,0,0,0,0,0,0.321147077,0,0,0,0,0,0.50934614,0.563162591,0.186953086,0.186953086,0,0.321147077,0,0,0,0,0,0,0,0,0,0,0.563162591,0,0.563162591,0,0.563162591,0.563162591,0.980254587,0.48771311,0.436223867,0.563162591,0.563162591,1,0.50934614,0.295598783,0,0,0.50934614,0.482710792,0.50934614,0.50934614,0.50934614,0.642133793,0.209019904,0.482710792,0.418039809,0.418039809,0.418039809,0
MTOR_1.PIK3C,0.494845361,0,0.502570711,0,0,0,0.468968305,0,0,0,0,0,0,0.203069233,0.349010156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497416003,0,0,0,0.497416003,0.470571621,0,0,0,0.404735566,0,0.494845361,0,0.502570711,0.502570711,0.287183263,0,0.410347267,0.406138466,0,0,0,0,0,0,0.502570711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234484153,0,0,0,0,0,0,0.502570711,0.494845361,0,0,0,0,0,0,0,0.494845361,0,0,0,0.494845361,0,0,0,0.287183263,0,0,0,0.468968305,0,0,0,0,0,0,0.410347267,0,0,0.234484153,0,0.502570711,0,0.494845361,0.502570711,0.502570711,0,0.502570711,0.355371158,0,0,0,0.630508512,0.355371158,0,0,0,0,0.494845361,0,0.181630644,0.181630644,0,0.312004212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410347267,0,0.410347267,0.403347103,0,0,0,0,0.50934614,1,0.789753974,0.410347267,0.410347267,0.494845361,0.468968305,0.494845361,0.494845361,0.494845361,0.623852629,0.203069233,0.468968305,0.406138466,0.406138466,0.406138466,0
MTOR_1.PIK3CA_4,0.287183263,0,0.5,0,0,0,0,0,0,0,0,0,0,0.353553391,0.202547873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675135,0,0,0,0.288675135,0,0,0,0,0.234888088,0,0.287183263,0,0.5,0.5,0,0,0.40824829,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0,0,0,0,0,0.5,0.287183263,0,0,0,0,0,0,0,0.287183263,0,0,0,0.287183263,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0,0.40824829,0,0.5,0,0.287183263,0.5,0.5,0,0.5,0.353553391,0,0,0,0.497946603,0.353553391,0,0,0,0,0.287183263,0,0.316227766,0,0,0.181071492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0.40824829,0.234082294,0,0,0,0,0.295598783,0.789753974,1,0.40824829,0.40824829,0.287183263,0,0.287183263,0.287183263,0.287183263,0.628828146,0,0,0,0,0,0
MTOR_1.TNKS_PARP6,0,0,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516397779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0.40824829,0,0,0.333333333,0,0,0,0,0,0,0,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.40824829,0,0,0.40824829,0.40824829,0,0.40824829,0.288675135,0,0.516397779,0,0.258727445,0.288675135,0.25819889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0.410347267,0.40824829,1,0.333333333,0,0,0,0,0,0,0,0,0.577350269,0,0,0
